الصفحة,العنوان,الكاتب,الردود,المشاهدات,آخر_مشاركة,الرابط
5,أطلق العنان لحياتك,TakouaQueen,10,"1,244",2024-08-2217:29TakouaQueen,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2330785
5,رسالة اليوم,السجنجل,2,518,2024-08-2215:11سليم المبتسم,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2332442
5,إلى أين ؟,TakouaQueen,5,644,2024-08-1716:40TakouaQueen,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2332092
5,علامات ارتفاع الوعي عند الأشخاص,Ali Harmal,6,824,2024-08-1417:39Ali Harmal,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2331578
5,عجوز: تقتل كنتها والتؤام الذي في بطنها بطريقة وحشية في دائرة قصر الحيران بالاغواط,عادل الجلفاوي,12,"5,622",2024-08-0114:07محمد محمد.,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=331175
5,الفرق بين النقاش الديني و غيره من النقاشات .,محمد محمد.,1,916,2024-07-0316:18*آية*,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2330482
5,حكمة الصمت,TakouaQueen,7,"1,036",2024-06-2917:14TakouaQueen,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2330857
5,توقيت الشتاء؟,Djelfa2023,7,"1,418",2024-06-2421:09رَمَادِيَاتْ,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2326715
5,الحديث المبتدع الذي قضى علـى الاخلاق في المجتمع الاسلامي,yasmine2252,14,"1,513",2024-06-1007:31ali1596321,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2330480
5,Python: لغة برمجة الإبداع والسهولة,ArabicMaps,2,"1,717",2024-05-1411:31ahmustafa1000,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2329171
5,ماذا قال لي صاحبي,Ali Harmal,0,"1,140",2024-05-0717:27Ali Harmal,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2329760
5,يا صاحبي ما اجمل الحب والسلام,Ali Harmal,2,"1,259",2024-05-0617:29Ali Harmal,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2329679
5,قصار السور مكررة برواية ورش,سوليتار,2,"1,116",2024-05-0208:27اسراء سعد,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2329384
6,{*الخَيمة الرَماضانية رقم24من تَقديمْ  ام عبودة,ام عبودة,30,"4,765",2024-05-0100:53مناد بوفلجة,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=1634866
6,لغة البرمجة: بوابة عالم الابتكار والتكنولوجيا,ArabicMaps,0,"1,266",2024-04-1814:16ArabicMaps,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2329170
6,01ابريل   ==== كذبة ابريل...,مصطفى قاسمي,2,"1,541",2024-04-1006:17bahi65b,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2328966
6,وداعا مارس,مارس,-,-,N/A,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2328683
6,كسرة الشحمة,Djelfa2023,3,"2,051",2024-03-1200:32bmlsy,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2326421
6,أناشيد لغزة,عبدالحليم الطيطي,0,"1,609",2024-02-2408:16عبدالحليم الطيطي,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2328397
6,مربع مقلوب العاب العقل,annnna,11,"2,597",2024-02-2316:41HaidenMorris,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2324106
6,فتيات يورطنا في أفعال إجرامية بدون علمهن بعد إستدراجهنا في شبكات الحب العنكبوتية، ويقعن تحت طائلة العقوبات,Mohand_Zekrini,5,"2,661",2024-02-1311:07Noetic,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2317666
6,فإستخف قومه فأطاعوه .,محمد محمد.,3,"1,507",2024-02-1208:33محمد محمد.,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2327774
6,كيف خدعت العلمانية المسلمين !,محمد محمد.,11,"2,695",2024-02-1208:33محمد محمد.,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2327637
6,كــفى,أستاذ كامل,4,"1,554",2024-01-1321:21أستاذ كامل,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2327604
6,حــرق غزة!,أستاذ كامل,3,"1,169",2024-01-1119:58أستاذ كامل,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2327689
6,بين القراء وكتيبة الحفاظ,أستاذ كامل,3,"1,637",2024-01-0722:22أستاذ كامل,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2326990
6,عقوبة هذا الظلم آتية,أستاذ كامل,6,"1,812",2024-01-0622:59أستاذ كامل,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2326911
6,على اية حال,أوبال,3,"1,168",2024-01-0315:19بقة الحاج,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2327523
6,( إِعتِرَافَات خَالِية مِن المَسؤُولِيَة ),•» هآلة «•,134,"14,777",2023-12-2502:23أوبال,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=464282
6,العقل الكبير و العقل الصغير,اسماعيل 03,9,"1,352",2023-12-2100:40اسماعيل 03,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2326742
6,القصاص حق للعبد و الحدود حق لله سبحانه,محمد محمد.,3,"1,171",2023-12-1810:59محمد محمد.,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2327026
6,وسام الحمار أم سر الشيطان؟!,أستاذ كامل,5,"3,320",2023-12-1310:57محمد محمد.,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2299869
6,رسائل في الحرب,أستاذ كامل,23,"4,133",2023-12-0922:30أستاذ كامل,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2305537
6,ملخص الحياة,أوبال,0,676,2023-12-0913:09أوبال,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2326947
6,أين يتم طلب حذف العضوية؟,Djelfa2023,4,829,2023-12-0719:12Djelfa2023,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2326901
6,التنوير أو التكوير !!!,محمد محمد.,39,"6,123",2023-12-0717:11محمد محمد.,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2325982
6,الوصايا العشر للسفر,محمد علي 12,0,510,2023-12-0620:20محمد علي 12,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2326843
6,حرية العقيدة !!,محمد محمد.,24,"1,726",2023-12-0611:31محمد محمد.,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2326389
6,لتساؤلات و إنشغالات أبناء الاسرة الثورية,bahi65b,2,785,2023-12-0423:59bahi65b,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2326763
6,مخادع أنت!,Djelfa2023,0,591,2023-12-0211:53Djelfa2023,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2326647
6,البعض يحاول النوم,هانــــي,1,470,2023-11-3019:07Djelfa2023,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2326548
6,فاتورة الماء,soufian123,-,-,N/A,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2326547
6,زناة الأنترنت !!,qsiqmourad,3,"1,096",2023-11-2920:49محمد محمد.,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=41683
7,الحياة وردة جميلة,أاسماء يبدة,3,"1,320",2023-11-2819:53نسر الجسور المعلقة,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=572976
7,موضوع للتسامح,Djelfa2023,6,674,2023-11-2701:00Djelfa2023,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2326342
7,"""قالوا لو نعلم قتالا لاتبعناكم""",أستاذ كامل,7,936,2023-11-2615:54محمد محمد.,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2326164
7,هذا هو السبب,محمد محمد.,13,"1,233",2023-11-2608:08ali1596321,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2326077
7,جيش رايته الحياد!,أستاذ كامل,4,892,2023-11-2520:57أستاذ كامل,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2326216
7,نقطة مهمة ساهمت في خيبة هذا المحتل,أستاذ كامل,2,561,2023-11-2520:51أستاذ كامل,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2326241
7,***ط§ظ†ظ‡ط§ ظ„ط¨ط´ط±ظ‰ ط®ظٹط±***,المهذب,3,425,2023-11-2423:19نفحات,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2326309
7,موت الفجأة.. الواعظ الصّامت,محمد علي 12,0,441,2023-11-2220:28محمد علي 12,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2326263
7,اتفاق وقف اطلاق النار المؤقت,أستاذ كامل,0,394,2023-11-2213:57أستاذ كامل,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2326256
7,أسامة بن لادن يعود للحياة!,أستاذ كامل,0,545,2023-11-1723:10أستاذ كامل,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2326154
7,كَـــسـكـيـن,أستاذ كامل,14,"1,199",2023-11-1421:39أستاذ كامل,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2325972
7,الكلمات,Djelfa2021,9,"1,758",2023-11-1214:53محمد محمد.,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2285737
7,كيف ترى القضية ؟,محمد محمد.,16,"1,490",2023-11-1211:58محمد محمد.,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2325284
7,شاركنا بأهم النصائح التي تساعدك في التحكم بغضبك العارم !,Djelfa2021,0,945,2023-11-1022:30Djelfa2021,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2323557
7,360 درجة,Djelfa2021,3,708,2023-11-1018:58Djelfa2023,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2313226
7,__قف للحظة و تأمل نفسك وحالك  !؟__,اللهم ارزقني عفةمريم,10,"1,065",2023-11-0516:36اللهم ارزقني عفةمريم,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2325862
7,التسول,سابوفان,1,880,2023-11-0209:51سابوفان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2325750
7,ﺛﻤﺎﻧﻴﺔ ﺳﻄﻮﺭ ﺭﺍﺋﻌﺔ من الحكمة 👍 منقولة,محمد علي 12,1,664,2023-10-2620:25بٰٰاولو,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2325730
7,فتنـــــة العلمانيـــــــــــــــــــــة,السجنجل,22,"2,263",2023-10-2209:40محمد محمد.,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2098369
7,لماذا عامة العلماء والأكاديميين الشرعيين والمفكرين الإسلاميين والدعاة لا يتكلمون عن إقامة الدولة الإسلامية...و...و..,عبدالإله الجزائري,5,867,2023-10-2022:05محمد محمد.,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2321854
7,لو في جيبك 40 مليون؟؟؟؟؟؟؟,islameaya,30,"3,316",2023-10-2018:09بٰٰاولو,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=457564
7,وهو يطير فوق فلسطين,عبدالحليم الطيطي,0,516,2023-10-2012:12عبدالحليم الطيطي,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2325231
7,لا تجعل الحقد يقبض على // قلبك,محب بلاده,4,"1,284",2023-10-2010:43سابوفان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=566694
7,هل أنت قوي الشخصية ؟؟,يحي 39,6,"1,269",2023-10-1923:00سابوفان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=438575
7,نعم أخطئت .. لماذا لاتغفر لي؟,البلبلة,7,"1,485",2023-10-1922:56سابوفان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=574020
7,الحسد,*عبد الهادي*,7,940,2023-10-1922:52سابوفان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=575530
7,الرجولة,kakiro89,23,"1,926",2023-10-1922:47سابوفان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=568100
7,الافتاء,نوار الصباح,9,"1,301",2023-10-1922:43سابوفان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=570327
7,هل تعلم معنى كلمة pepsi,ithguel,1,"1,448",2023-10-1922:40سابوفان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=268272
7,ماذا تعلم عن علم الطاقات التسع ؟ ..... إدخل لتعرف!,جاكوار,2,"3,143",2023-10-1922:39سابوفان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=485295
8,كيف تتعامل مع من اساء اليك...,salah_2,17,"2,627",2023-10-1922:37سابوفان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=425533
8,اشعل شمعة ولا تسب الظلام,le fugitif,20,"1,621",2023-10-1922:03سابوفان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=42198
8,ما هو الشيء الذي غير حياتك.؟؟؟؟,أم بدر الدين,11,"1,157",2023-10-1921:51سابوفان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=42232
8,الحوار كلمة تفقد معناها؟؟؟؟؟؟,نقطة حبر,4,"1,016",2023-10-1921:43سابوفان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=41575
8,الرجال فى الليل يحلمون ب........والنساء ب........................,naili_legend,14,"1,179",2023-10-1921:34سابوفان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=40704
8,انت ممن تخاف من عدوك او من صديقك؟,وردة مستغانم,17,"1,427",2023-10-1921:01سابوفان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=59809
8,الوزن الزائد في الحياة و ميزان التجار غير الشريف !,سابوفان,0,"1,346",2023-10-1821:12سابوفان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2325025
8,اجابة __حكيمة__ من == حكيم ==,محمد علي 12,1,814,2023-10-1820:43سابوفان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2318229
8,الاستاذ علي هزايمه-دول اسلاميه,علي هزايمه,2,485,2023-10-1814:59محمد محمد.,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2313360
8,((عيشة..بختة..الطاوس...العالية...الخ.)).انقرضوا؟؟,*جوداء*,35,"5,758",2023-10-1811:32سابوفان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=113007
8,#أربعٌ أرجو اللهَ أن يُعينك عليها تبدأ بها يومك:,محمد علي 12,1,"1,068",2023-10-1811:23سابوفان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2318858
8,السعاده ليست أن تملك كل شيء و السعادة أن تكون سعيداً بالموجود عندك,محمد علي 12,1,"2,823",2023-10-1811:19سابوفان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2317444
8,Punchline,Djelfa2021,5,853,2023-10-1811:16سابوفان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2312967
8,الكرش,Elwawy,3,608,2023-10-1801:07سابوفان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2221782
8,اياك والتسرع ..,محمد علي 12,3,"1,269",2023-10-1801:00سابوفان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2300522
8,وسام الحمار,علي هزايمه,1,815,2023-10-1800:54سابوفان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2299755
8,حكمة,ramisoufiane,1,663,2023-10-1800:41سابوفان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2316599
8,احذر,ramisoufiane,1,"1,203",2023-10-1623:11سابوفان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2316526
8,ماريك في الموسيقى واي الانواع تحب,bmlsy,17,"3,598",2023-10-1621:46محمد محمد.,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2313705
8,شكراً لمراعاتكم الانسانية.🍂,محمد علي 12,1,"1,106",2023-10-1610:34سابوفان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2316202
8,قلعة الحب 18,سعد606,2,690,2023-10-1610:16سابوفان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2321022
